Application_Number,Parish,Description,Address,Occupancy_Type,Application_Type,FY,ISSUEDATE,District,Dwellings
16071012 4843,King Sterndale,"Lorem ipsum dolor sit amet, consectetuer","Ap #510-5959 Sapien, Street",Agricultural,NEW,1994/95,28/02/1992,HPBC,1
16900920 2244,Litton,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur",638-8221 Eu Road,Agricultural,NEW,1995/96,21/12/1993,DDDC,1
16120130 4563,Leekfrith,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur","7469 Dui, Street",Agricultural,NEW,1996/97,03/01/1995,SMDC,1
16190327 9824,Monyash,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",5976 Molestie Av.,Agricultural,NEW,1993/94,23/12/1992,DDDC,1
16111123 9404,Heathylee,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Ap #515-823 Est. Av.,Agricultural,NEW,2000/01,02/12/1994,SMDC,1
16441212 1289,Hayfield,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",828-9268 Sem Avenue,Agricultural,NEW,1996/97,14/07/1995,HPBC,1
16291006 3706,Brassington,"Lorem ipsum dolor sit amet, consectetuer adipiscing","P.O. Box 796, 9396 Ac, St.",Agricultural,NEW,1994/95,26/09/1991,DDDC,1
16530103 5704,Dunford,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",645-6358 Hendrerit Ave,Agricultural,NEW,2003/04,10/07/2001,BMBC,1
16910803 7210,Parwich,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur",4179 Ipsum Av.,Agricultural,NEW,2010/11,01/05/2008,DDDC,1
16250524 6229,Butterton,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",670-5640 Dignissim Av.,Agricultural,NEW,2008/09,08/06/2005,SMDC,1
16580210 8844,Butterton,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur","P.O. Box 232, 6590 Auctor, Rd.",Agricultural,NEW,1993/94,08/09/1992,SMDC,1
16720130 0980,Taddington,"Lorem ipsum dolor sit amet, consectetuer adipiscing",194-6561 Pulvinar Street,Agricultural,NEW,1998/99,23/06/1992,DDDC,1
16640330 9559,Rainow,"Lorem ipsum dolor sit amet, consectetuer",606-3147 Phasellus Avenue,Agricultural,NEW,1995/96,02/07/1992,MBC,1
16930715 8775,Offerton,"Lorem ipsum dolor sit amet, consectetuer adipiscing","P.O. Box 698, 1316 Eu Avenue",Agricultural,NEW,1997/98,01/03/1996,DDDC,1
16311207 6645,Pott Shrigley,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",Ap #929-4601 Nisi Street,Agricultural,NEW,1996/97,14/11/1996,MBC,1
16271014 4326,Charlesworth,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1474 Nec Rd.,Agricultural,NEW,1992/93,23/11/1989,HPBC,1
16801106 4246,Parwich,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",Ap #155-147 Purus. Street,Agricultural,NEW,1991/92,16/01/1991,DDDC,1
16251227 2184,South Darley,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur","Ap #949-9453 Non, Street",Agricultural,NEW,1992/93,05/12/1990,DDDC,1
16180116 7121,Harthill,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",8793 Torquent Av.,Agricultural,NEW,2010/11,17/03/2008,DDDC,1
16771119 6951,Tideswell,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",3033 Dignissim. Street,Agricultural,NEW,1991/92,01/02/1990,DDDC,1
16461029 4599,Over Haddon,"Lorem ipsum dolor sit amet, consectetuer",280-8694 Natoque St.,Agricultural,NEW,1994/95,04/09/1990,DDDC,1
16170307 8228,Pott Shrigley,"Lorem ipsum dolor sit amet, consectetuer adipiscing",988 Nullam Ave,Agricultural,NEW,1994/95,14/06/1993,MBC,1
16361022 1099,Bonsall,"Lorem ipsum dolor sit amet, consectetuer",6997 Erat St.,Agricultural,NEW,1995/96,29/04/1993,DDDC,1
16120813 9954,Wormhill,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",332 Et Av.,Agricultural,NEW,1996/97,21/12/1993,HPBC,1
16770914 9301,Newton Grange,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur",496-5836 Odio St.,Agricultural,NEW,2011/12,09/03/2011,DDDC,1
16550214 5476,Charlesworth,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",Ap #724-4824 Bibendum. Rd.,Agricultural,NEW,2011/12,21/06/2010,HPBC,1
16060827 3405,Heathylee,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed","P.O. Box 821, 4621 Mi Road",Agricultural,NEW,2011/12,14/12/2006,SMDC,1
16691111 9003,Grindon,"Lorem ipsum dolor sit amet, consectetuer adipiscing",9950 Neque. Street,Agricultural,NEW,2011/12,11/04/2008,SMDC,1
16560105 0684,Brassington,"Lorem ipsum dolor sit amet, consectetuer adipiscing","1971 Imperdiet, Ave",Agricultural,NEW,2011/12,21/04/1994,DDDC,1
16490808 8596,Chinley,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur","P.O. Box 517, 8193 Scelerisque St.",Agricultural,VAR,2003/04,15/01/2004,HPBC,-2
16241104 5665,Hayfield,"Lorem ipsum dolor sit amet, consectetuer adipiscing",9942 Libero Av.,Agricultural,VAR,1991/92,16/01/1992,HPBC,-1
16730127 4267,Parwich,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",Ap #823-1627 Pellentesque. St.,Agricultural,VAR,1995/96,26/06/1995,DDDC,-1
16100305 3186,Wildboarclough,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur","P.O. Box 625, 7679 Sed Avenue",Agricultural,VAR,1993/94,07/10/1993,MBC,-1
16400919 8336,Grindleford,"Lorem ipsum dolor sit amet, consectetuer",7008 Lorem Road,Agricultural,VAR,2005/06,26/04/2005,DDDC,-1
16180817 3015,Tideswell,"Lorem ipsum dolor sit amet, consectetuer adipiscing","7130 Pede, Rd.",Agricultural,VAR,2007/08,10/08/2007,DDDC,-1
16060724 5545,Peak Forest,"Lorem ipsum dolor sit amet, consectetuer",Ap #929-852 Sit Rd.,Agricultural,VAR,2001/02,12/06/2001,HPBC,-1
16140804 3568,Alstonefield,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed","P.O. Box 101, 8156 Curabitur Av.",Agricultural,VAR,2007/08,21/01/2008,SMDC,-1
16421103 1937,Alstonefield,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed","484-7318 Ut, Rd.",Agricultural,VAR,2007/08,21/01/2008,SMDC,-1
16550324 0458,Hollinsclough,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Ap #966-897 Imperdiet St.,Agricultural,LDCE,2002/03,25/02/2003,SMDC,-1
16731016 3857,Eaton & Alsop,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",9398 Molestie St.,Agricultural,LDCE,2006/07,16/10/2006,DDDC,-1
16960311 1700,Elton,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur","P.O. Box 669, 2499 Et Av.",Agricultural,LDCE,2006/07,03/01/2007,DDDC,-1
16760619 6140,Bakewell,"Lorem ipsum dolor sit amet, consectetuer adipiscing",2250 Tincidunt. Street,Open Market,NEW,2012/13,03/10/2011,DDDC,1
16220821 1041,Bakewell,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",149 Nisl St.,Open Market,NEW,2012/13,03/10/2011,DDDC,-1
16921121 7501,Baslow & Bubnell,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",7037 Libero Avenue,Open Market,NEW,2012/13,23/11/2007,DDDC,2
16880616 4771,Birchover,"Lorem ipsum dolor sit amet, consectetuer","2282 Lorem, Road",Open Market,COU,2012/13,16/01/2008,DDDC,1
16100706 1979,Blackwell,"Lorem ipsum dolor sit amet, consectetuer",Ap #203-9949 Massa. Rd.,Agricultural,NEW,2012/13,24/11/2006,DDDC,1
16300808 0016,Eyam,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.","972-1011 Amet, Av.",Ancillary,NEW,2012/13,02/05/2008,DDDC,1
16771115 6021,Grindleford,"Lorem ipsum dolor sit amet, consectetuer adipiscing","P.O. Box 221, 9875 Aliquam Road",Local Needs,NEW,2012/13,17/11/2011,DDDC,-12
16081115 6488,Grindleford,"Lorem ipsum dolor sit amet, consectetuer",390-6517 Id Road,Local Needs,NEW,2012/13,17/11/2011,DDDC,4
16980115 0815,Grindleford,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",404 Molestie Road,Local Needs,NEW,2012/13,17/11/2011,DDDC,8
16321126 1551,Newton Grange,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.","P.O. Box 424, 2373 Massa. Street",Agricultural,NEW,2012/13,22/11/2004,DDDC,1
16030428 2304,Tideswell,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur",Ap #701-3329 Nec St.,Open Market,NEW,2012/13,19/04/2010,DDDC,1
16200226 9476,Youlgreave,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",5088 Morbi Av.,Open Market,NEW,2012/13,04/04/2008,DDDC,1
16320126 0282,Castleton,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed","P.O. Box 879, 9033 Nunc Avenue",Open Market,CON,2012/13,02/11/2012,HPBC,2
16110220 8921,Castleton,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed","P.O. Box 364, 6405 Tempus Avenue",Open Market,CON,2012/13,02/11/2012,HPBC,-1
16751013 0979,Charlesworth,"Lorem ipsum dolor sit amet, consectetuer",5633 Risus Ave,Agricultural,NEW,2012/13,06/08/2010,HPBC,1
16671129 0657,Chelmorton,"Lorem ipsum dolor sit amet, consectetuer",Ap #241-6084 Pellentesque St.,Open Market,NEW,2012/13,10/03/2003,SMDC,1
16190225 0107,Heathylee,"Lorem ipsum dolor sit amet, consectetuer adipiscing",Ap #687-3199 Magna Road,Open Market,COU,2012/13,25/10/2011,SMDC,1
16091015 8013,Hope,"Lorem ipsum dolor sit amet, consectetuer",573-871 Metus. Street,Local Needs,NEW,2012/13,08/07/2011,HPBC,2
16560112 4919,King Sterndale,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",363-284 Luctus Street,Open Market,COU,2012/13,08/07/2009,HPBC,1
16380207 3787,Leekfrith,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur",Ap #514-7959 Morbi St.,Local Needs,COU,2012/13,18/10/2010,SMDC,1
16011120 5506,Peak Forest,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur",Ap #156-5307 Quam Ave,Open Market,COU,2012/13,23/05/2012,HPBC,1
16120128 3437,Quarnford,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur","P.O. Box 528, 6354 Mauris Rd.",Open Market,COU,2012/13,05/11/2011,SMDC,1
16010815 9542,Rainow,"Lorem ipsum dolor sit amet, consectetuer adipiscing","880-8190 Quis, St.",Open Market,NEW,2012/13,03/05/2007,MBC,1
16440708 5325,Baslow & Bubnell,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur",523-3439 Ut Rd.,Open Market,NEW,2013/14,25/08/2010,DDDC,1
16210102 9045,Bonsall,"Lorem ipsum dolor sit amet, consectetuer","145-9430 Et, Road",Ancillary,COU,2013/14,01/10/2012,DDDC,1
16710922 0314,Hartington Nether Quarter,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",471-3437 Lacus. Rd.,Open Market,COU,2013/14,01/06/2012,DDDC,1
16030519 3419,Hartington Town Quarter,"Lorem ipsum dolor sit amet, consectetuer",Ap #266-2983 Tempor Road,Agricultural,COU,2013/14,14/05/2010,DDDC,1
16900606 9745,Monyash,"Lorem ipsum dolor sit amet, consectetuer adipiscing",6428 Ac Road,Local Needs,COU,2013/14,15/08/2011,DDDC,1
16600516 2703,Outseats,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed","P.O. Box 174, 6926 Euismod Rd.",Open Market,NEW,2013/14,07/11/2012,DDDC,1
16840612 6493,Parwich,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",694-8523 Velit. Rd.,Open Market,COU,2013/14,13/04/2012,DDDC,1
16110818 7970,Tideswell,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur",Ap #694-1825 Nulla Street,Open Market,COU,2013/14,23/04/2009,DDDC,4
16240602 1572,Tideswell,"Lorem ipsum dolor sit amet, consectetuer adipiscing","5356 Facilisis, Street",Ancillary,COU,2013/14,16/06/2008,DDDC,1
16350922 6472,Tideswell,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",4375 Magnis Road,Agricultural,NEW,2013/14,01/09/2011,DDDC,1
16690420 1008,Unspecified,"Lorem ipsum dolor sit amet, consectetuer",753-7093 Elit Avenue,Open Market,COU,2013/14,21/10/2011,DDDC,1
16921122 4754,Winster,"Lorem ipsum dolor sit amet, consectetuer",2393 Dapibus Ave,Open Market,COU,2013/14,15/03/2005,DDDC,2
16900212 4528,Wormhill,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.","P.O. Box 842, 4874 Pellentesque, Street",Holiday,COU,2013/14,07/06/2010,DDDC,2
16730424 1354,Alstonefield,"Lorem ipsum dolor sit amet, consectetuer",155-858 At St.,Holiday,COU,2013/14,20/12/2012,SMDC,1
16280212 5662,Alstonefield,"Lorem ipsum dolor sit amet, consectetuer",Ap #317-8448 Eu Road,Open Market,COU,2013/14,20/12/2012,SMDC,1
16451213 5981,Castleton,"Lorem ipsum dolor sit amet, consectetuer",845-8784 Quam St.,Open Market,COU,2013/14,23/02/2010,HPBC,1
16800617 9322,Kettleshulme,"Lorem ipsum dolor sit amet, consectetuer adipiscing",3711 Dictum Ave,Open Market,COU,2013/14,04/06/2013,CEC,1
16411104 0921,Longnor,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur",3462 Cras Av.,Open Market,CON,2013/14,06/11/2012,SMDC,1
16460803 2563,Onecote,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur","P.O. Box 611, 209 Nec, Rd.",Ancillary,COU,2013/14,15/10/2012,SMDC,1
16780423 3448,Sheldon,"Lorem ipsum dolor sit amet, consectetuer adipiscing",893 Est Rd.,Open Market,COU,2014/15,31/05/2012,DDDC,1
16401229 2787,Sheldon,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",7127 Adipiscing Rd.,Open Market,COU,2014/15,31/05/2012,DDDC,-2
16791008 2648,Hartington Nether Quarter,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur",Ap #408-4555 Rhoncus Rd.,Holiday,COU,2014/15,26/07/2012,DDDC,4
16310816 1765,Hartington Nether Quarter,"Lorem ipsum dolor sit amet, consectetuer",774-6716 Cras Ave,Holiday,COU,2014/15,19/11/2012,DDDC,1
16180117 2618,Grindleford,"Lorem ipsum dolor sit amet, consectetuer","P.O. Box 321, 7025 Aliquam Rd.",Ancillary,COU,2014/15,20/03/2013,DDDC,1
16200711 2358,Bakewell,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur","P.O. Box 494, 1030 Quis St.",Holiday,COU,2014/15,17/05/2012,DDDC,1
16650306 5184,Monyash,"Lorem ipsum dolor sit amet, consectetuer adipiscing","P.O. Box 330, 341 Consectetuer Rd.",Ancillary or Holiday,COU,2014/15,18/07/2012,DDDC,2
16460622 8189,Tissington,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",5175 Nonummy Road,Open Market,COU,2014/15,11/01/2013,DDDC,1
16720501 6269,Ashford,"Lorem ipsum dolor sit amet, consectetuer",6153 Diam. Av.,Open Market,COU,2014/15,28/10/2011,DDDC,1
16220124 7513,Elton,"Lorem ipsum dolor sit amet, consectetuer",Ap #779-278 Euismod Rd.,Open Market,NEW,2014/15,01/09/2012,DDDC,3
16500503 7667,Baslow & Bubnell,"Lorem ipsum dolor sit amet, consectetuer adipiscing",Ap #790-9965 Dui. Av.,Ancillary or Holiday,COU,2014/15,30/10/2012,DDDC,1
16180517 4156,Hartington Town Quarter,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",8455 Integer Avenue,Local Needs,NEW,2014/15,26/09/2011,DDDC,1
16760304 3873,Tissington,"Lorem ipsum dolor sit amet, consectetuer adipiscing","P.O. Box 545, 5130 Risus, Rd.",Holiday,COU,2014/15,15/06/2012,DDDC,1
16710620 3065,Bradfield,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",192-9184 Purus. Road,Holiday,COU,2014/15,30/03/2012,DDDC,1
16821018 8119,Stoney Middleton,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",313 Dignissim. Street,Holiday,COU,2014/15,10/01/2013,DDDC,1
16790703 2408,Litton,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",347-3552 Non Street,Holiday,LDCE,2014/15,27/03/2012,DDDC,1
16250114 7488,Curbar,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",2381 Volutpat. St.,Holiday,COU,2014/15,16/07/2012,DDDC,1
16071012 4843,Flagg,"Lorem ipsum dolor sit amet, consectetuer","Ap #510-5959 Sapien, Street",Agricultural,NEW,2014/15,12/07/2012,DDDC,1
16900920 2244,Harthill,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur",638-8221 Eu Road,Open Market,COU,2014/15,17/05/2012,DDDC,1
16120130 4563,Ashford,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur","7469 Dui, Street",Open Market,LDCE,2014/15,24/12/2014,DDDC,1
16190327 9824,Bakewell,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",5976 Molestie Av.,Open Market,LDCE,2014/15,09/09/2014,DDDC,1
16111123 9404,Taddington & Priestcliffe,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Ap #515-823 Est. Av.,Holiday,VAR,2014/15,21/01/2014,DDDC,1
16441212 1289,Elton,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",828-9268 Sem Avenue,Open Market,COU,2014/15,17/12/2014,DDDC,1
16291006 3706,Onecote,"Lorem ipsum dolor sit amet, consectetuer adipiscing","P.O. Box 796, 9396 Ac, St.",Ancillary or Holiday,COU,2014/15,26/07/2012,SMDC,1
16530103 5704,Bradfield,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",645-6358 Hendrerit Ave,Ancillary or Holiday,COU,2014/15,06/08/2012,SCC,1
16910803 7210,Onecote,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur",4179 Ipsum Av.,Holiday,COU,2014/15,08/01/2013,SMDC,1
16250524 6229,Butterton,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",670-5640 Dignissim Av.,Holiday,COU,2014/15,01/08/2012,SMDC,1
16580210 8844,"Chinley, Buxworth & Brownside","Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur","P.O. Box 232, 6590 Auctor, Rd.",Holiday,COU,2014/15,26/03/2013,HPBC,1
16720130 0980,Rainow,"Lorem ipsum dolor sit amet, consectetuer adipiscing",194-6561 Pulvinar Street,Open Market,COU,2014/15,20/09/2012,CEC,1
16640330 9559,Bradfield,"Lorem ipsum dolor sit amet, consectetuer",606-3147 Phasellus Avenue,Open Market,COU,2014/15,20/06/2012,SCC,1
16930715 8775,Sheen,"Lorem ipsum dolor sit amet, consectetuer adipiscing","P.O. Box 698, 1316 Eu Avenue",Ancillary,COU,2014/15,02/01/2013,SMDC,1
16311207 6645,Waterhouses,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",Ap #929-4601 Nisi Street,Holiday,COU,2014/15,16/07/2012,SMDC,2
16271014 4326,Leekfrith,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1474 Nec Rd.,Open Market,COU,2014/15,07/11/2012,SMDC,1
16801106 4246,Hayfield,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",Ap #155-147 Purus. Street,Open Market,COU,2014/15,12/12/2012,HPBC,9
16251227 2184,Sheen,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur","Ap #949-9453 Non, Street",Open Market,COU,2014/15,15/02/2013,SMDC,1
16180116 7121,Hollinsclough,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",8793 Torquent Av.,Ancillary,COU,2014/15,25/10/2012,SMDC,1
16771119 6951,New Mills,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",3033 Dignissim. Street,Holiday,COU,2014/15,23/08/2012,HPBC,1
16461029 4599,Macclesfield Forest ,"Lorem ipsum dolor sit amet, consectetuer",280-8694 Natoque St.,Holiday,COU,2014/15,14/01/2015,CEC,2
16170307 8228,Rainow,"Lorem ipsum dolor sit amet, consectetuer adipiscing",988 Nullam Ave,Ancillary or Holiday,VAR,2014/15,19/09/2014,CEC,1
16361022 1099,Wincle,"Lorem ipsum dolor sit amet, consectetuer",6997 Erat St.,Holiday,COU,2015/16,20/05/2015,SMDC,3
16120813 9954,Rainow,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",332 Et Av.,Holiday,COU,2015/16,04/07/2012,CEC,1
16770914 9301,Rainow,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur",496-5836 Odio St.,Ancillary or Holiday,COU,2015/16,19/09/2014,CEC,1
16550214 5476,Grindlow,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",Ap #724-4824 Bibendum. Rd.,Local Needs,COU,2015/16,17/08/2009,DDDC,1
16060827 3405,Bakewell,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed","P.O. Box 821, 4621 Mi Road",Holiday,COU,2015/16,16/05/2014,DDDC,1
16691111 9003,Taddington & Priestcliffe,"Lorem ipsum dolor sit amet, consectetuer adipiscing",9950 Neque. Street,Ancillary,COU,2015/16,11/04/2014,DDDC,1
16560105 0684,Foolow,"Lorem ipsum dolor sit amet, consectetuer adipiscing","1971 Imperdiet, Ave",Open Market,COU,2015/16,17/07/2012,DDDC,1
16490808 8596,Grindleford,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur","P.O. Box 517, 8193 Scelerisque St.",Open Market,NEW,2015/16,07/08/2013,DDDC,1
16241104 5665,Grindleford,"Lorem ipsum dolor sit amet, consectetuer adipiscing",9942 Libero Av.,Open Market,CON,2015/16,17/08/2005,DDDC,1
16730127 4267,Grindleford,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",Ap #823-1627 Pellentesque. St.,Open Market,CON,2015/16,17/08/2005,DDDC,-1
16100305 3186,Eyam,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur","P.O. Box 625, 7679 Sed Avenue",Local Needs,CON,2015/16,19/06/2013,DDDC,1
16400919 8336,Little Longstone,"Lorem ipsum dolor sit amet, consectetuer",7008 Lorem Road,Holiday,CON,2015/16,02/09/2010,DDDC,1
16180817 3015,Hartington Middle Quarter,"Lorem ipsum dolor sit amet, consectetuer adipiscing","7130 Pede, Rd.",Holiday,CON,2015/16,11/10/2010,DDDC,1
16060724 5545,Tissington,"Lorem ipsum dolor sit amet, consectetuer",Ap #929-852 Sit Rd.,Open Market,CON,2015/16,15/10/2014,DDDC,1
16140804 3568,Ashford,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed","P.O. Box 101, 8156 Curabitur Av.",Agricultural,CON,2015/16,01/12/2014,DDDC,1
16421103 1937,Newton Grange,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed","484-7318 Ut, Rd.",Agricultural,CON,2015/16,26/01/2007,DDDC,1
16550324 0458,Bakewell,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Ap #966-897 Imperdiet St.,Open Market,CON,2015/16,19/01/2015,DDDC,4
16731016 3857,Edale,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",9398 Molestie St.,Holiday,CON,2015/16,02/04/2014,HPBC,1
16960311 1700,Hope Woodl&s,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur","P.O. Box 669, 2499 Et Av.",Local Needs,CON,2015/16,01/07/2015,DDDC,1
